Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
672	BRCA1	breast cancer 1, early onset	NM_007298, NM_007300, NM_007303, NM_007299, NM_007294, NM_007302, NM_007304, NM_007305	NP_009229.1, NP_009231.1, NP_009234.1, NP_009230.1, NP_009227.1, NP_009228.1, NP_009235.2, NP_009236.1	ENSG00000012048	chr17:38451220 - 38529639	androgen receptor binding;androgen receptor signaling pathway;BRCA1-BARD1 complex;cell cycle;cell cycle checkpoint;cellular_component;chromosome segregation;DNA binding;DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator;DNA damage response, signal transduction resulting in induction of apoptosis;DNA repair;enzyme binding;fatty acid biosynthetic process;gamma-tubulin ring complex;intracellular;metal ion binding;molecular_function;negative regulatio	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
675	BRCA2	breast cancer 2, early onset	NM_000059	NP_000050.2	ENSG00000139618	chr13:31788597 - 31870907	chromatin remodeling;cytoplasm;DNA repair;double-strand break repair via homologous recombination;establishment and/or maintenance of chromatin architecture;extracellular space;histone acetyltransferase activity;mitotic checkpoint;nucleus;protein binding;regulation of progression through cell cycle;regulation of S phase of mitotic cell cycle;regulation of transcription;secretory granule;single-stranded DNA binding;transcriptional activator activity	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
2972	BRF1	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)	NM_145685	NP_663718.1	ENSG00000185024	chr14:104747932 - 104838011	metal ion binding;nucleus;positive regulation of transcription;protein binding;regulation of transcription, DNA-dependent;RNA polymerase III transcription factor activity;rRNA transcription;transcription factor activity;transcription factor complex;transcription factor TFIIIB complex;transcription initiation;transcription initiation from RNA polymerase III promoter;transcription regulator activity;transcriptional activator activity;translation initiation factor activity;tRNA transcription;zinc ion binding	Stability,  Tumor Suppressor
25855	BRMS1	breast cancer metastasis suppressor 1	NM_001024957, NM_015399	NP_001020128.1, NP_056214.1	ENSG00000174744	chr11:65861714 - 65866281	cell cycle;cellular_component;molecular_function;negative regulation of progression through cell cycle;protein binding	Tumor Suppressor
55717	BRWD2	bromodomain and WD repeat domain containing 2	NM_018117	NP_060587.8	ENSG00000120008	chr10:122600922 - 122658215	integral to membrane;membrane	Tumor Suppressor
682	BSG	basigin (Ok blood group)	NM_198589, NM_001728, NM_198591	NP_940991.1, NP_001719.2, NP_940993.1	ENSG00000172270	chr19:523634 - 533577	cell surface receptor linked signal transduction;integral to membrane;mannose binding;membrane;protein binding;signal transducer activity;sugar binding	Tumor Suppressor
112939	BTBD14B	BTB (POZ) domain containing 14B	NM_052876	NP_443108.1	ENSG00000160877	chr19:13107021 - 13110220	nucleus;protein binding;regulation of transcription, DNA-dependent;transcription	Tumor Suppressor
7832	BTG2	BTG family, member 2	NM_006763	NP_006754.1	ENSG00000159388	chr1:201541357 - 201543189	anterior/posterior pattern formation;DNA repair;negative regulation of cell proliferation;protein amino acid methylation;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity	Stability,  Tumor Suppressor
10950	BTG3	BTG family, member 3	NM_006806	NP_006797.3	ENSG00000154640	chr21:17888281 - 17903333	cytoplasm;negative regulation of cell proliferation;negative regulation of progression through mitotic cell cycle;regulation of progression through cell cycle	Tumor Suppressor
54766	BTG4	B-cell translocation gene 4	NM_017589	NP_060059.1	ENSG00000137707	chr11:110843606 - 110874711	cell cycle arrest;cellular_component;negative regulation of cell proliferation;negative regulation of progression through mitotic cell cycle;neuron differentiation	Tumor Suppressor
8945	BTRC	beta-transducin repeat containing	NM_003939, NM_033637	NP_003930.1, NP_378663.1	ENSG00000166167	chr10:103103927 - 103300607	endoplasmic reticulum;ligase activity;protein binding;signal transduction;ubiquitin cycle;ubiquitin-dependent protein catabolic process;Wnt receptor signaling pathway	TGFBR,  TNF_alpha_NF_kB,  Wnt,  Stability,  Tumor Suppressor
57103	C12orf5	chromosome 12 open reading frame 5	NM_020375	NP_065108.1	ENSG00000078237	chr12:4300698 - 4332118	intracellular;isomerase activity;metabolic process	Tumor Suppressor
84417	C2orf40	chromosome 2 open reading frame 40	NM_032411	NP_115787.1	ENSG00000119147	chr2:106048652 - 106060814		Tumor Suppressor
89958	C9orf140	chromosome 9 open reading frame 140	NM_178448	NP_848543.2	ENSG00000186193	chr9:139078931 - 139084718		Tumor Suppressor
771	CA12	carbonic anhydrase XII	NM_001218, NM_206925	NP_001209.1, NP_996808.1	ENSG00000074410	chr15:61405536 - 61460972	carbonate dehydratase activity;integral to membrane;lyase activity;membrane;metal ion binding;one-carbon compound metabolic process;zinc ion binding	Tumor Suppressor
768	CA9	carbonic anhydrase IX	NM_001216	NP_001207.2	ENSG00000107159	chr9:35663956 - 35671022	carbonate dehydratase activity;integral to membrane;lyase activity;membrane;metal ion binding;morphogenesis of an epithelium;nucleus;one-carbon compound metabolic process;secretion;zinc ion binding	Tumor Suppressor,  Entrez Query:Oncogene
56997	CABC1	chaperone, ABC1 activity of bc1 complex homolog (S. pombe)	NM_020247	NP_064632.2	ENSG00000163050	chr1:225215709 - 225241061	ATP binding;kinase activity;mitochondrion;nucleotide binding;protein folding;transferase activity	Tumor Suppressor
23705	CADM1	cell adhesion molecule 1	NM_001098517, NM_014333	NP_001091987.1, NP_055148.3	ENSG00000182985	chr11:114552403 - 114880322	activated T cell proliferation;basolateral plasma membrane;calcium-independent cell-cell adhesion;cell adhesion;cell recognition;detection of stimulus;heterophilic cell adhesion;homophilic cell adhesion;intercellular junction;PDZ domain binding;plasma membrane;positive regulation of cytokine secretion;protein C-terminus binding;protein homodimerization activity;receptor binding;susceptibility to natural killer cell mediated cytotoxicity;T cell mediated cytotoxicity	Tumor Suppressor
57863	CADM3	cell adhesion molecule 3	NM_021189, NM_001127173	NP_067012.1, NP_001120645.1	ENSG00000162706	chr1:157408179 - 157437336	calcium ion binding;cell adhesion;heterophilic cell adhesion;homophilic cell adhesion;integral to membrane;intercellular junction;membrane;protein binding;protein homodimerization activity	Tumor Suppressor
199731	CADM4	cell adhesion molecule 4	NM_145296	NP_660339.1	ENSG00000105767	chr19:48819321 - 48835782		Tumor Suppressor
23261	CAMTA1	calmodulin binding transcription activator 1	NM_015215	NP_056030.1	ENSG00000171735	chr1:6768177 - 7749138	nucleus;regulation of transcription, DNA-dependent;transcription	Tumor Suppressor
822	CAPG	capping protein (actin filament), gelsolin-like	NM_001747	NP_001738.2	ENSG00000042493	chr2:85475526 - 85482779	actin binding;barbed-end actin filament capping;cell projection biogenesis;F-actin capping protein complex;nucleus;protein complex assembly	Tumor Suppressor
833	CARS	cysteinyl-tRNA synthetase	NM_001014438, NM_139273, NM_001014437, NM_001751	NP_001014438.1, NP_644802.1, NP_001014437.1, NP_001742.1	ENSG00000110619	chr11:2978919 - 3035173	ATP binding;cysteine-tRNA ligase activity;cysteinyl-tRNA aminoacylation;cytoplasm;ligase activity;metal ion binding;nucleotide binding;receptor activity;soluble fraction;translation;tRNA binding;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
57082	CASC5	cancer susceptibility candidate 5	NM_144508, NM_170589	NP_653091.2, NP_733468.2	ENSG00000137812	chr15:38682421 - 38741678	acrosome;acrosome formation;nucleus;protein binding	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
841	CASP8	caspase 8, apoptosis-related cysteine peptidase	NM_001228, NM_033358, NM_033355, NM_033356	NP_001219.2, NP_203522.1, NP_203519.1, NP_203520.1	ENSG00000064012	chr2:201831199 - 201859562	apoptotic program;caspase activity;cysteine-type peptidase activity;cytoskeleton;identical protein binding;mitochondrion;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein binding;proteolysis;regulation of apoptosis;signal transducer activity	TNF_alpha_NF_kB,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
857	CAV1	caveolin 1, caveolae protein, 22kDa	NM_001753	NP_001744.2	ENSG00000105974	chr7:115952352 - 115986577	caveolar membrane;cholesterol binding;cholesterol homeostasis;cholesterol transport;endoplasmic reticulum;Golgi membrane;inactivation of MAPK activity;integral to membrane;integral to membrane of membrane fraction;integral to plasma membrane;lipid raft;negative regulation of endothelial cell proliferation;negative regulation of nitric oxide biosynthetic process;negative regulation of signal transduction;negative regulation of vasodilation;perinuclear region of cytoplasm;plasma membrane;positive regulation o	Androgen Receptor,  EGFR1,  TGFBR,  TNF_alpha_NF_kB,  Tumor Suppressor
858	CAV2	caveolin 2	NM_001233, NM_198212	NP_001224.1, NP_937855.1	ENSG00000105971	chr7:115927071 - 115933411	caveolar membrane;integral to plasma membrane;lipid raft;perinuclear region of cytoplasm;plasma membrane;protein binding;protein homodimerization activity;transport vesicle	EGFR1,  Tumor Suppressor
863	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	NM_005187, NM_175931	NP_005178.4, NP_787127.1	ENSG00000129993	chr16:87470884 - 87570716	cell proliferation;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription factor activity;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
25776	CBY1	chibby homolog 1 (Drosophila)	NM_001002880	NP_056188.1	ENSG00000100211	chr22:37394005 - 37399187	beta-catenin binding;identical protein binding;negative regulation of transcription, DNA-dependent;negative regulation of Wnt receptor signaling pathway;nucleus;protein localization;trans-Golgi network	Tumor Suppressor
64753	CCDC136	coiled-coil domain containing 136	NM_022742	NP_073579.3	ENSG00000128596	chr7:128219701 - 128245149	protein binding	Tumor Suppressor
890	CCNA2	cyclin A2	NM_001237	NP_001228.1	ENSG00000145386	chr4:122958242 - 122964233	cell cycle;cell division;cytoplasm;female pronucleus;male pronucleus;mitosis;mitotic G2 checkpoint;nucleus;positive regulation of transcription;protein binding;regulation of cyclin-dependent protein kinase activity	ID,  Stability,  Tumor Suppressor
892	CCNC	cyclin C	NM_005190	NP_005181.2, NP_001013417.1	ENSG00000112237	chr6:100098151 - 100123124	cell cycle;cell division;nucleus;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;transcription	Tumor Suppressor
595	CCND1	cyclin D1	NM_053056	NP_444284.1	ENSG00000110092	chr11:69165262 - 69175231	cell cycle;cell division;cellular_component;cyclin-dependent protein kinase holoenzyme complex;cyclin-dependent protein kinase regulator activity;cytosol;fat cell differentiation;G1/S transition of mitotic cell cycle;intracellular;nucleus;protein amino acid phosphorylation;protein binding;protein kinase activity;re-entry into mitotic cell cycle;unfolded protein response	Androgen Receptor,  TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
894	CCND2	cyclin D2	NM_001759	NP_001750.1	ENSG00000118971	chr12:4253467 - 4279436	cell cycle;cell division;nucleus;protein binding;regulation of progression through cell cycle	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
896	CCND3	cyclin D3	NM_001760	NP_001751.1	ENSG00000112576	chr6:42011655 - 42017365	cell cycle;cell division;nucleus;protein binding;regulation of progression through cell cycle	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
23582	CCNDBP1	cyclin D-type binding-protein 1	NM_037370	NP_411241.1	ENSG00000166946	chr15:41264988 - 41274331	nucleus	Tumor Suppressor
900	CCNG1	cyclin G1	NM_199246	NP_954854.1	ENSG00000113328	chr5:162798840 - 162802149	cell cycle;cell division;mitosis;nucleus;regulation of cyclin-dependent protein kinase activity	Protein Kinase,  Tumor Suppressor
920	CD4	CD4 molecule	NM_000616	NP_000607.1	ENSG00000010610	chr12:6779565 - 6798756	cell adhesion;conjugation with cellular fusion;coreceptor activity;cytokine production;external side of plasma membrane;extracellular matrix structural constituent;glycoprotein binding;immune response;integral to membrane;MHC class II protein binding;plasma membrane;positive regulation of calcium-mediated signaling;positive regulation of interleukin-2 biosynthetic process;positive regulation of peptidyl-tyrosine phosphorylation;positive regulation of protein kinase activity;positive regulation of T cell act	Protein Kinase,  Tumor Suppressor
965	CD58	CD58 molecule	NM_001779	NP_001770.1	ENSG00000116815	chr1:116858957 - 116915117	cell-cell adhesion;GPI anchor binding;integral to plasma membrane;membrane;protein binding	Tumor Suppressor
966	CD59	CD59 molecule, complement regulatory protein	NM_001127225, NM_001127227, NM_001127226, NM_001127223, NM_203329	NP_001120697.1, NP_001120699.1, NP_001120698.1, NP_001120695.1, NP_976076.1	ENSG00000085063	chr11:33688247 - 33700567	blood coagulation;cell surface receptor linked signal transduction;defense response;GPI anchor binding;immune response;membrane fraction;plasma membrane;protein binding	Tumor Suppressor
975	CD81	CD81 molecule	NM_004356	NP_004347.1	ENSG00000110651	chr11:2355355 - 2374672	activation of MAPK activity;cell proliferation;defense response;entry of virus into host cell;integral to plasma membrane;membrane;phosphatidylinositol biosynthetic process;phosphoinositide metabolic process;positive regulation of 1-phosphatidylinositol 4-kinase activity;positive regulation of B cell proliferation;positive regulation of cell proliferation;positive regulation of peptidyl-tyrosine phosphorylation;protein binding;protein localization;virion attachment, binding of host cell surface receptor	Tumor Suppressor
3732	CD82	CD82 molecule	NM_001024844, NM_002231	NP_001020015.1, NP_002222.1	ENSG00000085117	chr11:44572788 - 44597252	integral to membrane;integral to plasma membrane;plasma membrane;protein binding	Tumor Suppressor
8556	CDC14A	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	NM_033312, NM_003672, NM_033313	NP_201569.1, NP_003663.2, NP_201570.1	ENSG00000079335	chr1:100591098 - 100737523	cell cycle;cell division;cell proliferation;hydrolase activity;nucleus;protein amino acid dephosphorylation;protein binding;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity;regulation of progression through cell cycle	Stability,  Tumor Suppressor
